x,y,task,model,frame_path,embedding_path
380.348755,-331.656006,adjust_bottle,voyage-multimodal-3,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/frames/adjust_bottle_1109184815.jpg,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/embeddings/mm_embed_adjust_bottle_1109184815.json
380.348755,-331.656006,adjust_bottle,voyage-multimodal-3,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/frames/adjust_bottle_episode0_1109192356.jpg,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/embeddings/mm_embed_adjust_bottle_episode0_1109192356.json
365.906281,-187.512039,adjust_bottle,voyage-multimodal-3,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/frames/adjust_bottle_episode10_1109192356.jpg,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/embeddings/mm_embed_adjust_bottle_episode10_1109192356.json
215.961075,-375.169220,adjust_bottle,voyage-multimodal-3,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/frames/adjust_bottle_episode11_1109192356.jpg,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/embeddings/mm_embed_adjust_bottle_episode11_1109192356.json
224.741898,-212.145172,adjust_bottle,voyage-multimodal-3,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/frames/adjust_bottle_episode12_1109192356.jpg,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/embeddings/mm_embed_adjust_bottle_episode12_1109192356.json
120.253670,-288.899353,adjust_bottle,voyage-multimodal-3,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/frames/adjust_bottle_episode1_1109192356.jpg,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/embeddings/mm_embed_adjust_bottle_episode1_1109192356.json
-325.313049,659.323425,beat_block_hammer,voyage-multimodal-3,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/frames/beat_block_hammer_1109184815.jpg,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/embeddings/mm_embed_beat_block_hammer_1109184815.json
-325.313049,659.323425,beat_block_hammer,voyage-multimodal-3,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/frames/beat_block_hammer_episode0_1109192356.jpg,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/embeddings/mm_embed_beat_block_hammer_episode0_1109192356.json
-436.587494,547.863281,beat_block_hammer,voyage-multimodal-3,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/frames/beat_block_hammer_episode10_1109192356.jpg,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/embeddings/mm_embed_beat_block_hammer_episode10_1109192356.json
-300.867432,492.284790,beat_block_hammer,voyage-multimodal-3,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/frames/beat_block_hammer_episode11_1109192356.jpg,/home/cyt/RoboRouter/RoboRouter_RoboTwin/agents_router/agents_demo/mm_embed_cache/embeddings/mm_embed_beat_block_hammer_episode11_1109192356.json
